메이커,모델,스펙,배기량,기통,변속기,연료,CITY연비,HWY연비,CO2배출량
PORSCHE,BOXSTER,TWO_SEATER,2.5,4.0,MT,고급유,8.1,10.6,257.0
PORSCHE,BOXSTER,TWO_SEATER,2.5,4.0,MT,고급유,8.3,11.1,249.0
PORSCHE,CAYMAN,TWO_SEATER,2.0,4.0,MT,고급유,9.1,12.0,229.0
PORSCHE,CAYMAN,TWO_SEATER,2.5,4.0,MT,고급유,8.1,10.6,257.0
PORSCHE,CAYMAN,TWO_SEATER,2.5,4.0,MT,고급유,8.3,11.1,249.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.5,12.3,237.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.3,12.2,241.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,7.7,11.2,260.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,7.9,11.1,258.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.3,12.0,242.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.3,12.0,243.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,6.8,10.6,286.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.3,12.0,242.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.2,11.8,246.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,7.8,11.2,257.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,7.8,11.0,260.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.3,11.9,243.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.2,11.8,246.0
PORSCHE,911,TWO_SEATER,4.0,6.0,MT,고급유,5.6,8.7,352.0
PORSCHE,911,TWO_SEATER,4.0,6.0,MT,고급유,6.1,8.9,334.0
PORSCHE,911,TWO_SEATER,4.0,6.0,MT,고급유,5.7,8.1,350.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.2,11.8,246.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,7.6,10.9,266.0
PORSCHE,911,MINICOMPACT,3.0,6.0,MT,고급유,8.2,11.8,246.0
PORSCHE,BOXSTER,TWO_SEATER,2.0,4.0,MT,고급유,9.1,12.0,229.0
PORSCHE,BOXSTER,TWO_SEATER,2.5,4.0,MT,고급유,8.1,10.6,257.0
PORSCHE,BOXSTER,TWO_SEATER,2.5,4.0,MT,고급유,8.3,11.1,249.0
PORSCHE,CAYMAN,TWO_SEATER,2.0,4.0,MT,고급유,9.1,12.0,229.0
PORSCHE,CAYMAN,TWO_SEATER,2.5,4.0,MT,고급유,8.1,10.6,257.0
PORSCHE,CAYMAN,TWO_SEATER,2.5,4.0,MT,고급유,8.3,11.1,249.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,MT,휘발유,12.0,15.9,170.0
TOYOTA,COROLLA,STATION WAGON ,1.8,4.0,MT,휘발유,11.2,13.7,189.0
TOYOTA,FJ,SUV ,4.0,6.0,MT,휘발유,6.5,8.3,320.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,MT,휘발유,8.8,11.2,235.0
TOYOTA,TACOMA,PICKUP TRUCK ,4.0,6.0,MT,휘발유,6.9,8.8,301.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,MT,휘발유,7.8,9.4,271.0
TOYOTA,TACOMA,PICKUP TRUCK ,4.0,6.0,MT,휘발유,6.5,8.1,322.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,12.8,15.9,163.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,MT,휘발유,12.0,16.1,170.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,MT,휘발유,8.8,10.5,242.0
TOYOTA,TACOMA,PICKUP TRUCK ,4.0,6.0,MT,휘발유,6.9,8.8,301.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,MT,휘발유,7.8,8.7,283.0
TOYOTA,TACOMA,PICKUP TRUCK ,4.0,6.0,MT,휘발유,6.5,8.1,322.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,13.0,15.9,163.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,MT,휘발유,11.9,15.6,174.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,MT,휘발유,8.1,8.8,279.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.4,8.9,292.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.2,8.5,300.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,13.2,17.5,157.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,13.0,15.9,165.0
TOYOTA,86,MINICOMPACT,2.0,4.0,MT,고급유,8.8,12.0,232.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,MT,휘발유,11.9,15.4,176.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,MT,휘발유,11.4,14.7,185.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,MT,휘발유,8.1,8.8,279.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.2,8.6,301.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.2,8.5,300.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,12.8,16.7,164.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,12.8,15.4,168.0
TOYOTA,86,MINICOMPACT,2.0,4.0,MT,고급유,8.8,12.0,232.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,MT,휘발유,11.8,15.2,178.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,MT,휘발유,11.4,14.7,185.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.2,8.8,299.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.2,8.5,300.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,12.8,16.7,164.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,12.8,15.4,168.0
TOYOTA,86,MINICOMPACT,2.0,4.0,MT,고급유,8.8,12.0,232.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,MT,휘발유,11.8,15.2,178.0
TOYOTA,COROLLA,COMPACT,2.0,4.0,MT,휘발유,11.9,15.9,174.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.2,8.8,299.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.2,8.5,300.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,12.8,16.7,164.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,12.8,15.4,169.0
TOYOTA,86,MINICOMPACT,2.0,4.0,MT,고급유,8.9,12.0,232.0
TOYOTA,COROLLA,COMPACT,1.8,4.0,MT,휘발유,12.5,16.7,165.0
TOYOTA,COROLLA,COMPACT,2.0,4.0,MT,휘발유,12.2,15.4,173.0
TOYOTA,COROLLA,COMPACT,2.0,4.0,MT,휘발유,11.9,15.9,174.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.2,8.8,299.0
TOYOTA,TACOMA,PICKUP TRUCK ,3.5,6.0,MT,휘발유,7.2,8.5,300.0
TOYOTA,YARIS,COMPACT,1.5,4.0,MT,휘발유,12.8,16.4,165.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4.0,MT,휘발유,10.1,13.9,200.0
VOLKSWAGEN,BEETLE,COMPACT,2.0,4.0,MT,고급유,9.3,13.2,216.0
VOLKSWAGEN,BEETLE,COMPACT,2.5,5.0,MT,휘발유,8.9,13.0,221.0
VOLKSWAGEN,BEETLE_TDI,COMPACT,2.0,4.0,MT,경유,11.4,16.4,208.0
VOLKSWAGEN,BEETLE,SUBCOMPACT,2.0,4.0,MT,고급유,9.3,13.2,216.0
VOLKSWAGEN,CC,COMPACT,2.0,4.0,MT,고급유,8.6,13.0,225.0
VOLKSWAGEN,GOLF,STATION WAGON ,2.5,5.0,MT,휘발유,8.9,13.7,216.0
VOLKSWAGEN,GOLF_TDI,STATION WAGON ,2.0,4.0,MT,경유,12.0,16.7,196.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,MT,휘발유,10.6,14.9,189.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,MT,휘발유,9.6,13.9,207.0
VOLKSWAGEN,JETTA_TDI,COMPACT,2.0,4.0,MT,경유,12.0,16.7,196.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,MT,고급유,9.4,13.5,212.0
VOLKSWAGEN,PASSAT,MID_SIZE,1.8,4.0,MT,휘발유,10.0,14.5,198.0
VOLKSWAGEN,PASSAT,MID_SIZE,2.5,5.0,MT,휘발유,8.8,12.8,225.0
VOLKSWAGEN,TIGUAN,SUV ,2.0,4.0,MT,고급유,7.4,10.9,267.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4.0,MT,휘발유,10.1,13.9,200.0
VOLKSWAGEN,BEETLE,COMPACT,2.0,4.0,MT,고급유,9.6,13.0,212.0
VOLKSWAGEN,BEETLE_TDI,COMPACT,2.0,4.0,MT,경유,13.2,17.5,184.0
VOLKSWAGEN,BEETLE,SUBCOMPACT,2.0,4.0,MT,고급유,9.6,13.0,212.0
VOLKSWAGEN,CC,COMPACT,2.0,4.0,MT,고급유,8.8,13.5,221.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4.0,MT,휘발유,10.8,15.6,184.0
VOLKSWAGEN,GOLF_TDI,COMPACT,2.0,4.0,MT,경유,12.8,19.2,178.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,고급유,10.6,14.5,191.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,MT,휘발유,10.5,15.2,189.0
VOLKSWAGEN,GOLF_TDI,STATION WAGON ,2.0,4.0,MT,경유,13.2,18.2,179.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,MT,휘발유,10.8,15.9,184.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,MT,휘발유,10.5,14.5,193.0
VOLKSWAGEN,JETTA_TDI,COMPACT,2.0,4.0,MT,경유,13.2,19.6,176.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,MT,고급유,9.7,13.9,205.0
VOLKSWAGEN,PASSAT,MID_SIZE,1.8,4.0,MT,휘발유,10.2,14.9,193.0
VOLKSWAGEN,PASSAT_TDI,MID_SIZE,2.0,4.0,MT,경유,12.8,18.9,182.0
VOLKSWAGEN,TIGUAN,SUV ,2.0,4.0,MT,고급유,7.7,11.1,258.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4.0,MT,휘발유,10.5,14.5,196.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4.0,MT,휘발유,10.8,15.6,187.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,휘발유,10.6,14.5,193.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,고급유,9.2,13.0,220.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,MT,휘발유,10.5,15.2,192.0
VOLKSWAGEN,JETTA,COMPACT,1.4,4.0,MT,휘발유,12.0,16.9,168.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,MT,휘발유,10.6,15.6,189.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,MT,휘발유,9.9,13.9,207.0
VOLKSWAGEN,PASSAT,MID_SIZE,1.8,4.0,MT,휘발유,10.5,15.6,189.0
VOLKSWAGEN,TIGUAN,SUV ,2.0,4.0,MT,고급유,7.7,11.1,259.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4.0,MT,휘발유,10.5,14.1,198.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4.0,MT,휘발유,10.8,15.2,190.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,휘발유,10.3,14.3,198.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,고급유,9.2,13.0,220.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,MT,휘발유,10.4,14.7,194.0
VOLKSWAGEN,JETTA,COMPACT,1.4,4.0,MT,휘발유,12.0,16.9,168.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,MT,휘발유,9.8,13.9,208.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4.0,MT,휘발유,10.8,14.5,192.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,휘발유,10.4,13.9,199.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,고급유,9.0,12.3,227.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,MT,휘발유,9.0,12.8,225.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,MT,휘발유,10.6,14.5,192.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,MT,휘발유,9.3,13.2,218.0
VOLKSWAGEN,GOLF,COMPACT,1.4,4.0,MT,휘발유,12.2,15.9,172.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,휘발유,10.2,13.7,203.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,고급유,8.8,12.2,232.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,MT,휘발유,9.0,12.8,225.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.4,4.0,MT,휘발유,12.2,15.9,172.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,MT,휘발유,9.3,13.2,218.0
VOLKSWAGEN,JETTA,COMPACT,1.4,4.0,MT,휘발유,12.7,16.9,163.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,MT,휘발유,10.4,13.7,200.0
VOLKSWAGEN,GOLF,COMPACT,1.4,4.0,MT,휘발유,11.9,15.2,177.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,MT,휘발유,10.2,13.7,203.0
VOLKSWAGEN,JETTA,COMPACT,1.4,4.0,MT,휘발유,12.7,16.9,163.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,MT,휘발유,10.4,14.1,198.0
